"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the database relation.","902563","test_database_relation","tests.integration","Wed Oct 16 02:29:06 UTC 2024","broken","Wed Oct 16 02:44:08 UTC 2024","","test_charm","",""
"Test the deployment of the charm.","906970","test_build_and_deploy","tests.integration","Wed Oct 16 02:29:02 UTC 2024","broken","Wed Oct 16 02:44:09 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Wed Oct 16 02:44:14 UTC 2024","skipped","Wed Oct 16 02:44:14 UTC 2024","","test_tls","",""
"Test encryption when backend database is using TLS.","904552","test_build_deploy_and_relate","tests.integration","Wed Oct 16 02:29:09 UTC 2024","broken","Wed Oct 16 02:44:14 UTC 2024","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","129682","test_deploy_edge","tests.integration","Wed Oct 16 02:29:08 UTC 2024","passed","Wed Oct 16 02:31:17 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Wed Oct 16 02:44:09 UTC 2024","skipped","Wed Oct 16 02:44:09 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Wed Oct 16 02:54:12 UTC 2024","skipped","Wed Oct 16 02:54:12 UTC 2024","","test_exporter","",""
"Test log rotation.","902280","test_log_rotation","tests.integration","Wed Oct 16 02:29:05 UTC 2024","broken","Wed Oct 16 02:44:07 UTC 2024","","test_log_rotation","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205189","test_upgrade_from_edge","tests.integration","Wed Oct 16 02:31:17 UTC 2024","broken","Wed Oct 16 02:51:23 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Wed Oct 16 02:44:09 UTC 2024","skipped","Wed Oct 16 02:44:09 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Wed Oct 16 02:44:09 UTC 2024","skipped","Wed Oct 16 02:44:09 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1502797","test_exporter_endpoint","tests.integration","Wed Oct 16 02:29:09 UTC 2024","broken","Wed Oct 16 02:54:12 UTC 2024","","test_exporter","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Wed Oct 16 02:51:23 UTC 2024","skipped","Wed Oct 16 02:51:23 UTC 2024","","test_upgrade","",""
