"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that exporter endpoint is functional.","1503722","test_exporter_endpoint","tests.integration","Thu Oct 10 02:27:02 UTC 2024","broken","Thu Oct 10 02:52:06 UTC 2024","","test_exporter","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Thu Oct 10 02:52:06 UTC 2024","skipped","Thu Oct 10 02:52:06 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","903218","test_build_and_deploy","tests.integration","Thu Oct 10 02:26:45 UTC 2024","broken","Thu Oct 10 02:41:49 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Thu Oct 10 02:41:49 UTC 2024","skipped","Thu Oct 10 02:41:49 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","324512","test_upgrade_from_edge","tests.integration","Thu Oct 10 02:28:55 UTC 2024","failed","Thu Oct 10 02:34:19 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Thu Oct 10 02:41:55 UTC 2024","skipped","Thu Oct 10 02:41:55 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Thu Oct 10 02:41:49 UTC 2024","skipped","Thu Oct 10 02:41:49 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Thu Oct 10 02:34:19 UTC 2024","skipped","Thu Oct 10 02:34:19 UTC 2024","","test_upgrade","",""
"Test log rotation.","903137","test_log_rotation","tests.integration","Thu Oct 10 02:27:06 UTC 2024","broken","Thu Oct 10 02:42:09 UTC 2024","","test_log_rotation","",""
"Test the database relation.","","test_database_relation","tests.integration","","unknown","","","test_charm","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Thu Oct 10 02:41:49 UTC 2024","skipped","Thu Oct 10 02:41:49 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","904192","test_build_deploy_and_relate","tests.integration","Thu Oct 10 02:26:51 UTC 2024","broken","Thu Oct 10 02:41:55 UTC 2024","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","128410","test_deploy_edge","tests.integration","Thu Oct 10 02:26:46 UTC 2024","passed","Thu Oct 10 02:28:55 UTC 2024","","test_upgrade","",""
