"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test encryption when backend database is using TLS.","905058","test_build_deploy_and_relate","tests.integration","Mon Oct 28 02:31:21 UTC 2024","broken","Mon Oct 28 02:46:26 UTC 2024","","test_tls","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Mon Oct 28 02:55:24 UTC 2024","skipped","Mon Oct 28 02:55:24 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Mon Oct 28 02:46:20 UTC 2024","skipped","Mon Oct 28 02:46:20 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","903268","test_build_and_deploy","tests.integration","Mon Oct 28 02:31:16 UTC 2024","broken","Mon Oct 28 02:46:20 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1503152","test_exporter_endpoint","tests.integration","Mon Oct 28 02:31:09 UTC 2024","broken","Mon Oct 28 02:56:12 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Mon Oct 28 02:46:20 UTC 2024","skipped","Mon Oct 28 02:46:20 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","128335","test_deploy_edge","tests.integration","Mon Oct 28 02:33:11 UTC 2024","passed","Mon Oct 28 02:35:19 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205186","test_upgrade_from_edge","tests.integration","Mon Oct 28 02:35:19 UTC 2024","broken","Mon Oct 28 02:55:24 UTC 2024","","test_upgrade","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Mon Oct 28 02:56:12 UTC 2024","skipped","Mon Oct 28 02:56:12 UTC 2024","","test_exporter","",""
"Test the database relation.","902799","test_database_relation","tests.integration","Mon Oct 28 02:31:25 UTC 2024","broken","Mon Oct 28 02:46:28 UTC 2024","","test_charm","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Mon Oct 28 02:46:26 UTC 2024","skipped","Mon Oct 28 02:46:26 UTC 2024","","test_tls","",""
"Test log rotation.","902916","test_log_rotation","tests.integration","Mon Oct 28 02:31:37 UTC 2024","broken","Mon Oct 28 02:46:40 UTC 2024","","test_log_rotation","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Mon Oct 28 02:46:20 UTC 2024","skipped","Mon Oct 28 02:46:20 UTC 2024","","test_node_port","",""
