"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 16 02:17:55 UTC 2024","Sun Jun 16 02:21:32 UTC 2024","217174","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"passed","Sun Jun 16 02:12:40 UTC 2024","Sun Jun 16 02:14:21 UTC 2024","100161","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"passed","Sun Jun 16 02:12:55 UTC 2024","Sun Jun 16 02:14:46 UTC 2024","110636","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"passed","Sun Jun 16 02:12:55 UTC 2024","Sun Jun 16 02:15:17 UTC 2024","141526","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"passed","Sun Jun 16 02:15:17 UTC 2024","Sun Jun 16 02:16:25 UTC 2024","68427","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Sun Jun 16 02:12:46 UTC 2024","Sun Jun 16 02:14:26 UTC 2024","99042","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Sun Jun 16 02:14:46 UTC 2024","Sun Jun 16 02:17:55 UTC 2024","189539","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Sun Jun 16 02:15:49 UTC 2024","Sun Jun 16 02:15:52 UTC 2024","3115","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Sun Jun 16 02:15:48 UTC 2024","Sun Jun 16 02:15:49 UTC 2024","408","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"passed","Sun Jun 16 02:15:47 UTC 2024","Sun Jun 16 02:15:48 UTC 2024","1323","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Sun Jun 16 02:13:06 UTC 2024","Sun Jun 16 02:17:18 UTC 2024","252965","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Sun Jun 16 02:14:26 UTC 2024","Sun Jun 16 02:14:48 UTC 2024","22186","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"passed","Sun Jun 16 02:12:34 UTC 2024","Sun Jun 16 02:15:47 UTC 2024","193059","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
