"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322720","test_upgrade_from_edge","tests.integration","Wed Nov 20 02:31:48 UTC 2024","failed","Wed Nov 20 02:37:10 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Wed Nov 20 02:44:20 UTC 2024","skipped","Wed Nov 20 02:44:20 UTC 2024","","test_tls","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Wed Nov 20 02:37:10 UTC 2024","skipped","Wed Nov 20 02:37:10 UTC 2024","","test_upgrade","",""
"Test the database relation.","907006","test_database_relation","tests.integration","Wed Nov 20 02:29:38 UTC 2024","broken","Wed Nov 20 02:44:45 UTC 2024","","test_charm","",""
"Test log rotation.","902679","test_log_rotation","tests.integration","Wed Nov 20 02:29:29 UTC 2024","broken","Wed Nov 20 02:44:32 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","904332","test_build_deploy_and_relate","tests.integration","Wed Nov 20 02:29:16 UTC 2024","broken","Wed Nov 20 02:44:20 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Wed Nov 20 02:44:50 UTC 2024","skipped","Wed Nov 20 02:44:50 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Wed Nov 20 02:54:50 UTC 2024","skipped","Wed Nov 20 02:54:50 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Wed Nov 20 02:44:50 UTC 2024","skipped","Wed Nov 20 02:44:50 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Wed Nov 20 02:44:50 UTC 2024","skipped","Wed Nov 20 02:44:50 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","124688","test_deploy_edge","tests.integration","Wed Nov 20 02:29:43 UTC 2024","passed","Wed Nov 20 02:31:48 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1507727","test_exporter_endpoint","tests.integration","Wed Nov 20 02:29:42 UTC 2024","broken","Wed Nov 20 02:54:49 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","904967","test_build_and_deploy","tests.integration","Wed Nov 20 02:29:45 UTC 2024","broken","Wed Nov 20 02:44:50 UTC 2024","","test_node_port","",""
