"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Tue Sep 17 02:14:51 UTC 2024","skipped","Tue Sep 17 02:14:51 UTC 2024","","test_tls","",""
"Test the database relation.","902065","test_database_relation","tests.integration","Tue Sep 17 01:59:36 UTC 2024","broken","Tue Sep 17 02:14:38 UTC 2024","","test_charm","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Tue Sep 17 02:24:38 UTC 2024","skipped","Tue Sep 17 02:24:38 UTC 2024","","test_exporter","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205233","test_upgrade_from_edge","tests.integration","Tue Sep 17 02:01:38 UTC 2024","broken","Tue Sep 17 02:21:43 UTC 2024","","test_upgrade","",""
"Test log rotation.","903143","test_log_rotation","tests.integration","Tue Sep 17 01:59:52 UTC 2024","broken","Tue Sep 17 02:14:55 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","904173","test_build_deploy_and_relate","tests.integration","Tue Sep 17 01:59:47 UTC 2024","broken","Tue Sep 17 02:14:51 UTC 2024","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","120183","test_deploy_edge","tests.integration","Tue Sep 17 01:59:38 UTC 2024","passed","Tue Sep 17 02:01:38 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Tue Sep 17 02:14:36 UTC 2024","skipped","Tue Sep 17 02:14:36 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Tue Sep 17 02:21:43 UTC 2024","skipped","Tue Sep 17 02:21:43 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1502404","test_exporter_endpoint","tests.integration","Tue Sep 17 01:59:36 UTC 2024","broken","Tue Sep 17 02:24:38 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Tue Sep 17 02:14:36 UTC 2024","skipped","Tue Sep 17 02:14:36 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","903663","test_build_and_deploy","tests.integration","Tue Sep 17 01:59:33 UTC 2024","broken","Tue Sep 17 02:14:36 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Tue Sep 17 02:14:36 UTC 2024","skipped","Tue Sep 17 02:14:36 UTC 2024","","test_node_port","",""
