"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Mon Dec 09 02:46:13 UTC 2024","skipped","Mon Dec 09 02:46:13 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Mon Dec 09 02:52:52 UTC 2024","skipped","Mon Dec 09 02:52:52 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","903726","test_build_and_deploy","tests.integration","Mon Dec 09 02:37:49 UTC 2024","broken","Mon Dec 09 02:52:52 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Mon Dec 09 02:52:52 UTC 2024","skipped","Mon Dec 09 02:52:52 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","124212","test_deploy_edge","tests.integration","Mon Dec 09 02:38:46 UTC 2024","passed","Mon Dec 09 02:40:50 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322761","test_upgrade_from_edge","tests.integration","Mon Dec 09 02:40:50 UTC 2024","failed","Mon Dec 09 02:46:13 UTC 2024","","test_upgrade","",""
"Test log rotation.","902678","test_log_rotation","tests.integration","Mon Dec 09 02:37:40 UTC 2024","broken","Mon Dec 09 02:52:43 UTC 2024","","test_log_rotation","",""
"Test the database relation.","903138","test_database_relation","tests.integration","Mon Dec 09 02:38:05 UTC 2024","broken","Mon Dec 09 02:53:08 UTC 2024","","test_charm","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Mon Dec 09 02:52:49 UTC 2024","skipped","Mon Dec 09 02:52:49 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Mon Dec 09 02:52:52 UTC 2024","skipped","Mon Dec 09 02:52:52 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","903781","test_build_deploy_and_relate","tests.integration","Mon Dec 09 02:37:45 UTC 2024","broken","Mon Dec 09 02:52:49 UTC 2024","","test_tls","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Mon Dec 09 03:02:44 UTC 2024","skipped","Mon Dec 09 03:02:44 UTC 2024","","test_exporter","",""
"Test that exporter endpoint is functional.","1502795","test_exporter_endpoint","tests.integration","Mon Dec 09 02:37:41 UTC 2024","broken","Mon Dec 09 03:02:44 UTC 2024","","test_exporter","",""
