"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 25 02:11:42 UTC 2024","Tue Jun 25 02:12:05 UTC 2024","22144","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"passed","Tue Jun 25 02:10:13 UTC 2024","Tue Jun 25 02:11:51 UTC 2024","98227","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"passed","Tue Jun 25 02:10:17 UTC 2024","Tue Jun 25 02:14:32 UTC 2024","255097","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Tue Jun 25 02:10:17 UTC 2024","Tue Jun 25 02:13:34 UTC 2024","196843","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"passed","Tue Jun 25 02:12:17 UTC 2024","Tue Jun 25 02:15:26 UTC 2024","189467","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Tue Jun 25 02:10:25 UTC 2024","Tue Jun 25 02:12:45 UTC 2024","139937","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"passed","Tue Jun 25 02:10:11 UTC 2024","Tue Jun 25 02:11:42 UTC 2024","91667","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"failed","Tue Jun 25 02:12:45 UTC 2024","Tue Jun 25 02:13:34 UTC 2024","48750","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Tue Jun 25 02:13:36 UTC 2024","Tue Jun 25 02:13:36 UTC 2024","467","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"passed","Tue Jun 25 02:10:12 UTC 2024","Tue Jun 25 02:12:17 UTC 2024","125130","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"passed","Tue Jun 25 02:15:26 UTC 2024","Tue Jun 25 02:18:49 UTC 2024","203039","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"passed","Tue Jun 25 02:13:36 UTC 2024","Tue Jun 25 02:13:39 UTC 2024","3113","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Tue Jun 25 02:13:34 UTC 2024","Tue Jun 25 02:13:36 UTC 2024","1404","tests.integration","test_node_port","","","","test_tls","Test the database relation."
