"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Wed Aug 21 02:24:44 UTC 2024","skipped","Wed Aug 21 02:24:44 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","326822","test_upgrade_from_edge","tests.integration","Wed Aug 21 02:19:17 UTC 2024","failed","Wed Aug 21 02:24:44 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","904598","test_build_deploy_and_relate","tests.integration","Wed Aug 21 02:16:39 UTC 2024","broken","Wed Aug 21 02:31:44 UTC 2024","","test_tls","",""
"Test the database relation.","0","test_tls","tests.integration","Wed Aug 21 02:32:03 UTC 2024","skipped","Wed Aug 21 02:32:03 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1503812","test_exporter_endpoint","tests.integration","Wed Aug 21 02:16:47 UTC 2024","broken","Wed Aug 21 02:41:50 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Wed Aug 21 02:31:44 UTC 2024","skipped","Wed Aug 21 02:31:44 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","904101","test_build_and_deploy","tests.integration","Wed Aug 21 02:16:59 UTC 2024","broken","Wed Aug 21 02:32:03 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Wed Aug 21 02:32:03 UTC 2024","skipped","Wed Aug 21 02:32:03 UTC 2024","","test_node_port","",""
"Test log rotation.","902762","test_log_rotation","tests.integration","Wed Aug 21 02:16:47 UTC 2024","broken","Wed Aug 21 02:31:50 UTC 2024","","test_log_rotation","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Wed Aug 21 02:32:03 UTC 2024","skipped","Wed Aug 21 02:32:03 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Wed Aug 21 02:41:50 UTC 2024","skipped","Wed Aug 21 02:41:50 UTC 2024","","test_exporter","",""
"Test the database relation.","902536","test_database_relation","tests.integration","Wed Aug 21 02:16:20 UTC 2024","broken","Wed Aug 21 02:31:22 UTC 2024","","test_charm","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","148046","test_deploy_edge","tests.integration","Wed Aug 21 02:16:49 UTC 2024","passed","Wed Aug 21 02:19:17 UTC 2024","","test_upgrade","",""
