"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the database relation.","0","test_tls","tests.integration","Sun Dec 08 02:56:16 UTC 2024","skipped","Sun Dec 08 02:56:16 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sun Dec 08 02:56:16 UTC 2024","skipped","Sun Dec 08 02:56:16 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1502775","test_exporter_endpoint","tests.integration","Sun Dec 08 02:40:49 UTC 2024","broken","Sun Dec 08 03:05:52 UTC 2024","","test_exporter","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","126020","test_deploy_edge","tests.integration","Sun Dec 08 02:40:37 UTC 2024","passed","Sun Dec 08 02:42:43 UTC 2024","","test_upgrade","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Dec 08 03:02:48 UTC 2024","skipped","Sun Dec 08 03:02:48 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205170","test_upgrade_from_edge","tests.integration","Sun Dec 08 02:42:43 UTC 2024","broken","Sun Dec 08 03:02:48 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sun Dec 08 02:56:16 UTC 2024","skipped","Sun Dec 08 02:56:16 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","903864","test_build_deploy_and_relate","tests.integration","Sun Dec 08 02:40:36 UTC 2024","broken","Sun Dec 08 02:55:40 UTC 2024","","test_tls","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sun Dec 08 02:55:40 UTC 2024","skipped","Sun Dec 08 02:55:40 UTC 2024","","test_tls","",""
"Test log rotation.","903385","test_log_rotation","tests.integration","Sun Dec 08 02:41:18 UTC 2024","broken","Sun Dec 08 02:56:21 UTC 2024","","test_log_rotation","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sun Dec 08 03:05:52 UTC 2024","skipped","Sun Dec 08 03:05:52 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","905347","test_build_and_deploy","tests.integration","Sun Dec 08 02:41:10 UTC 2024","broken","Sun Dec 08 02:56:15 UTC 2024","","test_node_port","",""
"Test the database relation.","903282","test_database_relation","tests.integration","Sun Dec 08 02:41:06 UTC 2024","broken","Sun Dec 08 02:56:09 UTC 2024","","test_charm","",""
