"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 21 02:08:47 UTC 2024","Fri Jun 21 02:09:56 UTC 2024","68922","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Fri Jun 21 02:09:29 UTC 2024","Fri Jun 21 02:09:32 UTC 2024","3113","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Fri Jun 21 02:07:51 UTC 2024","Fri Jun 21 02:08:13 UTC 2024","22187","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"passed","Fri Jun 21 02:06:14 UTC 2024","Fri Jun 21 02:08:17 UTC 2024","122197","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"passed","Fri Jun 21 02:06:23 UTC 2024","Fri Jun 21 02:08:47 UTC 2024","144062","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"passed","Fri Jun 21 02:08:17 UTC 2024","Fri Jun 21 02:11:29 UTC 2024","192637","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"broken","Fri Jun 21 02:06:11 UTC 2024","Fri Jun 21 02:21:41 UTC 2024","930962","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Fri Jun 21 02:09:28 UTC 2024","Fri Jun 21 02:09:29 UTC 2024","450","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"passed","Fri Jun 21 02:06:19 UTC 2024","Fri Jun 21 02:07:51 UTC 2024","91994","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Fri Jun 21 02:06:15 UTC 2024","Fri Jun 21 02:09:27 UTC 2024","191465","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"passed","Fri Jun 21 02:06:09 UTC 2024","Fri Jun 21 02:07:48 UTC 2024","98752","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"passed","Fri Jun 21 02:09:27 UTC 2024","Fri Jun 21 02:09:28 UTC 2024","1319","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Fri Jun 21 02:11:29 UTC 2024","Fri Jun 21 02:15:00 UTC 2024","210488","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
