"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 03 02:08:02 UTC 2024","Wed Jul 03 02:09:47 UTC 2024","105421","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"skipped","Wed Jul 03 02:16:11 UTC 2024","Wed Jul 03 02:16:11 UTC 2024","0","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"passed","Wed Jul 03 02:11:22 UTC 2024","Wed Jul 03 02:11:25 UTC 2024","3159","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Wed Jul 03 02:08:34 UTC 2024","Wed Jul 03 02:10:26 UTC 2024","112184","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"passed","Wed Jul 03 02:08:02 UTC 2024","Wed Jul 03 02:11:20 UTC 2024","198063","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"failed","Wed Jul 03 02:10:26 UTC 2024","Wed Jul 03 02:16:11 UTC 2024","345436","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Wed Jul 03 02:08:24 UTC 2024","Wed Jul 03 02:10:12 UTC 2024","107905","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Wed Jul 03 02:11:21 UTC 2024","Wed Jul 03 02:11:22 UTC 2024","672","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"broken","Wed Jul 03 02:08:04 UTC 2024","Wed Jul 03 02:13:17 UTC 2024","313249","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"skipped","Wed Jul 03 02:13:17 UTC 2024","Wed Jul 03 02:13:17 UTC 2024","0","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Wed Jul 03 02:11:20 UTC 2024","Wed Jul 03 02:11:21 UTC 2024","1586","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Wed Jul 03 02:08:32 UTC 2024","Wed Jul 03 02:12:59 UTC 2024","266771","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Wed Jul 03 02:10:12 UTC 2024","Wed Jul 03 02:10:34 UTC 2024","22070","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
