"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the nodeport.","0","test_data_integrator","tests.integration","Tue Oct 08 02:43:23 UTC 2024","skipped","Tue Oct 08 02:43:23 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","120949","test_deploy_edge","tests.integration","Tue Oct 08 02:28:32 UTC 2024","passed","Tue Oct 08 02:30:33 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Tue Oct 08 02:43:26 UTC 2024","skipped","Tue Oct 08 02:43:26 UTC 2024","","test_tls","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Tue Oct 08 02:53:33 UTC 2024","skipped","Tue Oct 08 02:53:33 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","903598","test_build_and_deploy","tests.integration","Tue Oct 08 02:28:20 UTC 2024","broken","Tue Oct 08 02:43:23 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1502787","test_exporter_endpoint","tests.integration","Tue Oct 08 02:28:30 UTC 2024","broken","Tue Oct 08 02:53:33 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Tue Oct 08 02:43:23 UTC 2024","skipped","Tue Oct 08 02:43:23 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","903814","test_build_deploy_and_relate","tests.integration","Tue Oct 08 02:28:22 UTC 2024","broken","Tue Oct 08 02:43:26 UTC 2024","","test_tls","",""
"Test the database relation.","902446","test_database_relation","tests.integration","Tue Oct 08 02:28:28 UTC 2024","broken","Tue Oct 08 02:43:30 UTC 2024","","test_charm","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","321913","test_upgrade_from_edge","tests.integration","Tue Oct 08 02:30:33 UTC 2024","failed","Tue Oct 08 02:35:54 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Tue Oct 08 02:43:23 UTC 2024","skipped","Tue Oct 08 02:43:23 UTC 2024","","test_node_port","",""
"Test log rotation.","902186","test_log_rotation","tests.integration","Tue Oct 08 02:28:32 UTC 2024","broken","Tue Oct 08 02:43:35 UTC 2024","","test_log_rotation","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Tue Oct 08 02:35:54 UTC 2024","skipped","Tue Oct 08 02:35:54 UTC 2024","","test_upgrade","",""
