"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Sep 15 02:54:33 UTC 2024","skipped","Sun Sep 15 02:54:33 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1502391","test_exporter_endpoint","tests.integration","Sun Sep 15 02:31:45 UTC 2024","broken","Sun Sep 15 02:56:48 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sun Sep 15 02:47:31 UTC 2024","skipped","Sun Sep 15 02:47:31 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sun Sep 15 02:47:29 UTC 2024","skipped","Sun Sep 15 02:47:29 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","128013","test_deploy_edge","tests.integration","Sun Sep 15 02:32:20 UTC 2024","passed","Sun Sep 15 02:34:28 UTC 2024","","test_upgrade","",""
"Test the database relation.","902472","test_database_relation","tests.integration","Sun Sep 15 02:32:28 UTC 2024","broken","Sun Sep 15 02:47:30 UTC 2024","","test_charm","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205204","test_upgrade_from_edge","tests.integration","Sun Sep 15 02:34:28 UTC 2024","broken","Sun Sep 15 02:54:33 UTC 2024","","test_upgrade","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sun Sep 15 02:56:48 UTC 2024","skipped","Sun Sep 15 02:56:48 UTC 2024","","test_exporter","",""
"Test the database relation.","0","test_tls","tests.integration","Sun Sep 15 02:47:29 UTC 2024","skipped","Sun Sep 15 02:47:29 UTC 2024","","test_node_port","",""
"Test log rotation.","902434","test_log_rotation","tests.integration","Sun Sep 15 02:32:34 UTC 2024","broken","Sun Sep 15 02:47:37 UTC 2024","","test_log_rotation","",""
"Test the deployment of the charm.","905073","test_build_and_deploy","tests.integration","Sun Sep 15 02:32:24 UTC 2024","broken","Sun Sep 15 02:47:29 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sun Sep 15 02:47:29 UTC 2024","skipped","Sun Sep 15 02:47:29 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","905659","test_build_deploy_and_relate","tests.integration","Sun Sep 15 02:32:25 UTC 2024","broken","Sun Sep 15 02:47:31 UTC 2024","","test_tls","",""
