"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test log rotation.","901961","test_log_rotation","tests.integration","Fri Oct 04 02:28:14 UTC 2024","broken","Fri Oct 04 02:43:16 UTC 2024","","test_log_rotation","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Fri Oct 04 02:33:49 UTC 2024","skipped","Fri Oct 04 02:33:49 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Fri Oct 04 02:41:35 UTC 2024","skipped","Fri Oct 04 02:41:35 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","905054","test_build_and_deploy","tests.integration","Fri Oct 04 02:26:30 UTC 2024","broken","Fri Oct 04 02:41:35 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Fri Oct 04 02:41:35 UTC 2024","skipped","Fri Oct 04 02:41:35 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322467","test_upgrade_from_edge","tests.integration","Fri Oct 04 02:28:27 UTC 2024","failed","Fri Oct 04 02:33:49 UTC 2024","","test_upgrade","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","128789","test_deploy_edge","tests.integration","Fri Oct 04 02:26:18 UTC 2024","passed","Fri Oct 04 02:28:27 UTC 2024","","test_upgrade","",""
"Test the database relation.","902092","test_database_relation","tests.integration","Fri Oct 04 02:26:40 UTC 2024","broken","Fri Oct 04 02:41:42 UTC 2024","","test_charm","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Fri Oct 04 02:41:26 UTC 2024","skipped","Fri Oct 04 02:41:26 UTC 2024","","test_tls","",""
"Test encryption when backend database is using TLS.","904527","test_build_deploy_and_relate","tests.integration","Fri Oct 04 02:26:21 UTC 2024","broken","Fri Oct 04 02:41:26 UTC 2024","","test_tls","",""
"Test that exporter endpoint is functional.","1503257","test_exporter_endpoint","tests.integration","Fri Oct 04 02:26:20 UTC 2024","broken","Fri Oct 04 02:51:23 UTC 2024","","test_exporter","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Fri Oct 04 02:51:23 UTC 2024","skipped","Fri Oct 04 02:51:23 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Fri Oct 04 02:41:35 UTC 2024","skipped","Fri Oct 04 02:41:35 UTC 2024","","test_node_port","",""
