"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","121749","test_deploy_edge","tests.integration","Wed Nov 13 02:23:16 UTC 2024","passed","Wed Nov 13 02:25:17 UTC 2024","","test_upgrade","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Wed Nov 13 02:30:41 UTC 2024","skipped","Wed Nov 13 02:30:41 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Wed Nov 13 02:38:19 UTC 2024","skipped","Wed Nov 13 02:38:19 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","903664","test_build_and_deploy","tests.integration","Wed Nov 13 02:23:10 UTC 2024","broken","Wed Nov 13 02:38:14 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","904193","test_build_deploy_and_relate","tests.integration","Wed Nov 13 02:23:15 UTC 2024","broken","Wed Nov 13 02:38:19 UTC 2024","","test_tls","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","323894","test_upgrade_from_edge","tests.integration","Wed Nov 13 02:25:17 UTC 2024","failed","Wed Nov 13 02:30:41 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Wed Nov 13 02:38:14 UTC 2024","skipped","Wed Nov 13 02:38:14 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1503229","test_exporter_endpoint","tests.integration","Wed Nov 13 02:23:14 UTC 2024","broken","Wed Nov 13 02:48:18 UTC 2024","","test_exporter","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Wed Nov 13 02:48:18 UTC 2024","skipped","Wed Nov 13 02:48:18 UTC 2024","","test_exporter","",""
"Test the database relation.","903579","test_database_relation","tests.integration","Wed Nov 13 02:24:10 UTC 2024","broken","Wed Nov 13 02:39:14 UTC 2024","","test_charm","",""
"Test the database relation.","0","test_tls","tests.integration","Wed Nov 13 02:38:14 UTC 2024","skipped","Wed Nov 13 02:38:14 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Wed Nov 13 02:38:14 UTC 2024","skipped","Wed Nov 13 02:38:14 UTC 2024","","test_node_port","",""
"Test log rotation.","902511","test_log_rotation","tests.integration","Wed Nov 13 02:23:22 UTC 2024","broken","Wed Nov 13 02:38:25 UTC 2024","","test_log_rotation","",""
