"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","121356","test_deploy_edge","tests.integration","Fri Aug 02 02:12:29 UTC 2024","passed","Fri Aug 02 02:14:30 UTC 2024","","test_upgrade","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Fri Aug 02 02:37:37 UTC 2024","skipped","Fri Aug 02 02:37:37 UTC 2024","","test_exporter","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Fri Aug 02 02:19:53 UTC 2024","skipped","Fri Aug 02 02:19:53 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322458","test_upgrade_from_edge","tests.integration","Fri Aug 02 02:14:30 UTC 2024","failed","Fri Aug 02 02:19:53 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Fri Aug 02 02:27:32 UTC 2024","skipped","Fri Aug 02 02:27:32 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Fri Aug 02 02:27:32 UTC 2024","skipped","Fri Aug 02 02:27:32 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","905829","test_build_deploy_and_relate","tests.integration","Fri Aug 02 02:12:35 UTC 2024","broken","Fri Aug 02 02:27:41 UTC 2024","","test_tls","",""
"Test that exporter endpoint is functional.","1503802","test_exporter_endpoint","tests.integration","Fri Aug 02 02:12:33 UTC 2024","broken","Fri Aug 02 02:37:37 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Fri Aug 02 02:27:32 UTC 2024","skipped","Fri Aug 02 02:27:32 UTC 2024","","test_node_port","",""
"Test the database relation.","902851","test_database_relation","tests.integration","Fri Aug 02 02:12:39 UTC 2024","broken","Fri Aug 02 02:27:42 UTC 2024","","test_charm","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Fri Aug 02 02:27:41 UTC 2024","skipped","Fri Aug 02 02:27:41 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","904243","test_build_and_deploy","tests.integration","Fri Aug 02 02:12:28 UTC 2024","broken","Fri Aug 02 02:27:32 UTC 2024","","test_node_port","",""
"Test log rotation.","902332","test_log_rotation","tests.integration","Fri Aug 02 02:12:11 UTC 2024","broken","Fri Aug 02 02:27:14 UTC 2024","","test_log_rotation","",""
