"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Jul 10 02:11:22 UTC 2024","Wed Jul 10 02:11:22 UTC 2024","0","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Wed Jul 10 02:12:44 UTC 2024","Wed Jul 10 02:13:06 UTC 2024","22160","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"skipped","Wed Jul 10 02:11:22 UTC 2024","Wed Jul 10 02:11:22 UTC 2024","0","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"passed","Wed Jul 10 02:10:40 UTC 2024","Wed Jul 10 02:14:57 UTC 2024","256911","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Wed Jul 10 02:11:00 UTC 2024","Wed Jul 10 02:12:44 UTC 2024","103684","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Wed Jul 10 02:10:59 UTC 2024","Wed Jul 10 02:12:53 UTC 2024","114435","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"broken","Wed Jul 10 02:10:41 UTC 2024","Wed Jul 10 02:11:22 UTC 2024","40821","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"skipped","Wed Jul 10 02:18:20 UTC 2024","Wed Jul 10 02:18:20 UTC 2024","0","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"skipped","Wed Jul 10 02:11:22 UTC 2024","Wed Jul 10 02:11:22 UTC 2024","0","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"failed","Wed Jul 10 02:12:53 UTC 2024","Wed Jul 10 02:18:20 UTC 2024","326499","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Wed Jul 10 02:11:27 UTC 2024","Wed Jul 10 02:13:23 UTC 2024","115826","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"failed","Wed Jul 10 02:13:37 UTC 2024","Wed Jul 10 02:14:25 UTC 2024","47849","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Wed Jul 10 02:11:02 UTC 2024","Wed Jul 10 02:13:37 UTC 2024","155305","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
