"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test encryption when backend database is using TLS.","904234","test_build_deploy_and_relate","tests.integration","Sun Oct 06 02:32:54 UTC 2024","broken","Sun Oct 06 02:47:58 UTC 2024","","test_tls","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sun Oct 06 02:58:14 UTC 2024","skipped","Sun Oct 06 02:58:14 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sun Oct 06 02:47:47 UTC 2024","skipped","Sun Oct 06 02:47:47 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Sun Oct 06 02:47:47 UTC 2024","skipped","Sun Oct 06 02:47:47 UTC 2024","","test_node_port","",""
"Test the database relation.","902259","test_database_relation","tests.integration","Sun Oct 06 02:32:39 UTC 2024","broken","Sun Oct 06 02:47:41 UTC 2024","","test_charm","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","124306","test_deploy_edge","tests.integration","Sun Oct 06 02:32:40 UTC 2024","passed","Sun Oct 06 02:34:45 UTC 2024","","test_upgrade","",""
"Test log rotation.","902063","test_log_rotation","tests.integration","Sun Oct 06 02:32:33 UTC 2024","broken","Sun Oct 06 02:47:35 UTC 2024","","test_log_rotation","",""
"Test that exporter endpoint is functional.","1503893","test_exporter_endpoint","tests.integration","Sun Oct 06 02:33:10 UTC 2024","broken","Sun Oct 06 02:58:14 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sun Oct 06 02:47:47 UTC 2024","skipped","Sun Oct 06 02:47:47 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sun Oct 06 02:47:58 UTC 2024","skipped","Sun Oct 06 02:47:58 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","903975","test_build_and_deploy","tests.integration","Sun Oct 06 02:32:43 UTC 2024","broken","Sun Oct 06 02:47:47 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Oct 06 02:40:08 UTC 2024","skipped","Sun Oct 06 02:40:08 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","323035","test_upgrade_from_edge","tests.integration","Sun Oct 06 02:34:45 UTC 2024","failed","Sun Oct 06 02:40:08 UTC 2024","","test_upgrade","",""
