"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the nodeport.","0","test_data_integrator","tests.integration","Fri Sep 13 02:39:07 UTC 2024","skipped","Fri Sep 13 02:39:07 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Fri Sep 13 02:39:07 UTC 2024","skipped","Fri Sep 13 02:39:07 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Fri Sep 13 02:38:43 UTC 2024","skipped","Fri Sep 13 02:38:43 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Fri Sep 13 02:39:07 UTC 2024","skipped","Fri Sep 13 02:39:07 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","904427","test_build_and_deploy","tests.integration","Fri Sep 13 02:24:03 UTC 2024","broken","Fri Sep 13 02:39:07 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Fri Sep 13 02:48:42 UTC 2024","skipped","Fri Sep 13 02:48:42 UTC 2024","","test_exporter","",""
"Test the database relation.","903095","test_database_relation","tests.integration","Fri Sep 13 02:23:49 UTC 2024","broken","Fri Sep 13 02:38:52 UTC 2024","","test_charm","",""
"Test encryption when backend database is using TLS.","903776","test_build_deploy_and_relate","tests.integration","Fri Sep 13 02:23:39 UTC 2024","broken","Fri Sep 13 02:38:43 UTC 2024","","test_tls","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","325861","test_upgrade_from_edge","tests.integration","Fri Sep 13 02:25:38 UTC 2024","failed","Fri Sep 13 02:31:04 UTC 2024","","test_upgrade","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","122720","test_deploy_edge","tests.integration","Fri Sep 13 02:23:35 UTC 2024","passed","Fri Sep 13 02:25:38 UTC 2024","","test_upgrade","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Fri Sep 13 02:31:04 UTC 2024","skipped","Fri Sep 13 02:31:04 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1502775","test_exporter_endpoint","tests.integration","Fri Sep 13 02:23:39 UTC 2024","broken","Fri Sep 13 02:48:42 UTC 2024","","test_exporter","",""
"Test log rotation.","902674","test_log_rotation","tests.integration","Fri Sep 13 02:23:45 UTC 2024","broken","Fri Sep 13 02:38:48 UTC 2024","","test_log_rotation","",""
