"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 05 02:08:12 UTC 2024","Fri Jul 05 02:11:41 UTC 2024","208392","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"passed","Fri Jul 05 02:10:13 UTC 2024","Fri Jul 05 02:10:35 UTC 2024","22115","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"passed","Fri Jul 05 02:08:25 UTC 2024","Fri Jul 05 02:10:02 UTC 2024","97311","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"passed","Fri Jul 05 02:11:42 UTC 2024","Fri Jul 05 02:11:43 UTC 2024","622","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"failed","Fri Jul 05 02:10:19 UTC 2024","Fri Jul 05 02:15:46 UTC 2024","326567","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Fri Jul 05 02:08:22 UTC 2024","Fri Jul 05 02:10:19 UTC 2024","117116","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"passed","Fri Jul 05 02:08:09 UTC 2024","Fri Jul 05 02:12:21 UTC 2024","251439","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Fri Jul 05 02:11:43 UTC 2024","Fri Jul 05 02:11:46 UTC 2024","3114","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"skipped","Fri Jul 05 02:15:46 UTC 2024","Fri Jul 05 02:15:46 UTC 2024","0","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"passed","Fri Jul 05 02:07:53 UTC 2024","Fri Jul 05 02:10:37 UTC 2024","164054","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"passed","Fri Jul 05 02:08:25 UTC 2024","Fri Jul 05 02:10:13 UTC 2024","107878","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Fri Jul 05 02:11:41 UTC 2024","Fri Jul 05 02:11:42 UTC 2024","1487","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Fri Jul 05 02:10:37 UTC 2024","Fri Jul 05 02:11:45 UTC 2024","67823","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
