"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205241","test_upgrade_from_edge","tests.integration","Wed Sep 25 02:29:25 UTC 2024","broken","Wed Sep 25 02:49:30 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Wed Sep 25 02:42:35 UTC 2024","skipped","Wed Sep 25 02:42:35 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","124078","test_deploy_edge","tests.integration","Wed Sep 25 02:27:21 UTC 2024","passed","Wed Sep 25 02:29:25 UTC 2024","","test_upgrade","",""
"Test the database relation.","902504","test_database_relation","tests.integration","Wed Sep 25 02:27:22 UTC 2024","broken","Wed Sep 25 02:42:24 UTC 2024","","test_charm","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Wed Sep 25 02:52:57 UTC 2024","skipped","Wed Sep 25 02:52:57 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","903829","test_build_and_deploy","tests.integration","Wed Sep 25 02:27:31 UTC 2024","broken","Wed Sep 25 02:42:35 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Wed Sep 25 02:42:31 UTC 2024","skipped","Wed Sep 25 02:42:31 UTC 2024","","test_tls","",""
"Test the database relation.","0","test_tls","tests.integration","Wed Sep 25 02:42:35 UTC 2024","skipped","Wed Sep 25 02:42:35 UTC 2024","","test_node_port","",""
"Test log rotation.","902950","test_log_rotation","tests.integration","Wed Sep 25 02:27:37 UTC 2024","broken","Wed Sep 25 02:42:40 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","904733","test_build_deploy_and_relate","tests.integration","Wed Sep 25 02:27:26 UTC 2024","broken","Wed Sep 25 02:42:31 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Wed Sep 25 02:42:35 UTC 2024","skipped","Wed Sep 25 02:42:35 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Wed Sep 25 02:49:30 UTC 2024","skipped","Wed Sep 25 02:49:30 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1502707","test_exporter_endpoint","tests.integration","Wed Sep 25 02:27:54 UTC 2024","broken","Wed Sep 25 02:52:57 UTC 2024","","test_exporter","",""
