"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the database relation.","255958","test_database_relation","tests.integration","Thu Aug 01 02:18:25 UTC 2024","passed","Thu Aug 01 02:22:40 UTC 2024","","test_charm","",""
"Test the nodeport.","487","test_node_port_and_clusterip_setup","tests.integration","Thu Aug 01 02:21:21 UTC 2024","passed","Thu Aug 01 02:21:21 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Thu Aug 01 02:25:23 UTC 2024","skipped","Thu Aug 01 02:25:23 UTC 2024","","test_upgrade","",""
"Test log rotation.","108637","test_log_rotation","tests.integration","Thu Aug 01 02:17:45 UTC 2024","passed","Thu Aug 01 02:19:34 UTC 2024","","test_log_rotation","",""
"Test the deployment of the charm.","226429","test_build_and_deploy","tests.integration","Thu Aug 01 02:17:33 UTC 2024","passed","Thu Aug 01 02:21:19 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","325929","test_upgrade_from_edge","tests.integration","Thu Aug 01 02:19:57 UTC 2024","failed","Thu Aug 01 02:25:23 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","156577","test_exporter_endpoint","tests.integration","Thu Aug 01 02:18:06 UTC 2024","passed","Thu Aug 01 02:20:42 UTC 2024","","test_exporter","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","122307","test_deploy_edge","tests.integration","Thu Aug 01 02:17:55 UTC 2024","passed","Thu Aug 01 02:19:57 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","22185","test_connected_encryption","tests.integration","Thu Aug 01 02:19:25 UTC 2024","passed","Thu Aug 01 02:19:48 UTC 2024","","test_tls","",""
"Test the nodeport.","3112","test_data_integrator","tests.integration","Thu Aug 01 02:21:21 UTC 2024","passed","Thu Aug 01 02:21:24 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","49167","test_exporter_endpoint_with_tls","tests.integration","Thu Aug 01 02:20:42 UTC 2024","failed","Thu Aug 01 02:21:32 UTC 2024","","test_exporter","",""
"Test the database relation.","1588","test_tls","tests.integration","Thu Aug 01 02:21:19 UTC 2024","passed","Thu Aug 01 02:21:21 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","106661","test_build_deploy_and_relate","tests.integration","Thu Aug 01 02:17:39 UTC 2024","passed","Thu Aug 01 02:19:25 UTC 2024","","test_tls","",""
