"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 30 02:16:56 UTC 2024","Sun Jun 30 02:16:56 UTC 2024","391","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"passed","Sun Jun 30 02:16:06 UTC 2024","Sun Jun 30 02:17:13 UTC 2024","67401","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Sun Jun 30 02:13:42 UTC 2024","Sun Jun 30 02:18:12 UTC 2024","269475","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Sun Jun 30 02:13:49 UTC 2024","Sun Jun 30 02:15:41 UTC 2024","111817","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"passed","Sun Jun 30 02:13:48 UTC 2024","Sun Jun 30 02:15:44 UTC 2024","115819","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"passed","Sun Jun 30 02:15:44 UTC 2024","Sun Jun 30 02:18:50 UTC 2024","185668","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Sun Jun 30 02:13:38 UTC 2024","Sun Jun 30 02:16:55 UTC 2024","196445","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"passed","Sun Jun 30 02:14:03 UTC 2024","Sun Jun 30 02:15:50 UTC 2024","106591","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Sun Jun 30 02:18:50 UTC 2024","Sun Jun 30 02:22:43 UTC 2024","233722","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"passed","Sun Jun 30 02:16:56 UTC 2024","Sun Jun 30 02:16:59 UTC 2024","3098","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Sun Jun 30 02:13:44 UTC 2024","Sun Jun 30 02:16:06 UTC 2024","141834","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"passed","Sun Jun 30 02:16:55 UTC 2024","Sun Jun 30 02:16:56 UTC 2024","1338","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Sun Jun 30 02:15:50 UTC 2024","Sun Jun 30 02:16:12 UTC 2024","22063","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
