"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 02:12:30 UTC 2024","Fri Jun 14 02:15:54 UTC 2024","204146","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"passed","Fri Jun 14 02:07:14 UTC 2024","Fri Jun 14 02:11:20 UTC 2024","246878","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Fri Jun 14 02:09:07 UTC 2024","Fri Jun 14 02:09:30 UTC 2024","22437","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"passed","Fri Jun 14 02:10:49 UTC 2024","Fri Jun 14 02:10:52 UTC 2024","3113","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Fri Jun 14 02:07:25 UTC 2024","Fri Jun 14 02:09:07 UTC 2024","102243","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Fri Jun 14 02:07:20 UTC 2024","Fri Jun 14 02:09:07 UTC 2024","106356","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"skipped","Fri Jun 14 02:12:53 UTC 2024","Fri Jun 14 02:12:53 UTC 2024","0","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Fri Jun 14 02:10:47 UTC 2024","Fri Jun 14 02:10:49 UTC 2024","1499","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Fri Jun 14 02:10:49 UTC 2024","Fri Jun 14 02:10:49 UTC 2024","481","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"passed","Fri Jun 14 02:09:17 UTC 2024","Fri Jun 14 02:12:30 UTC 2024","193154","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Fri Jun 14 02:07:28 UTC 2024","Fri Jun 14 02:10:47 UTC 2024","199610","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"passed","Fri Jun 14 02:07:15 UTC 2024","Fri Jun 14 02:09:17 UTC 2024","122027","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"broken","Fri Jun 14 02:07:50 UTC 2024","Fri Jun 14 02:12:53 UTC 2024","303101","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
