"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sun Nov 03 02:47:05 UTC 2024","skipped","Sun Nov 03 02:47:05 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","51938","test_build_and_deploy","tests.integration","Sun Nov 03 02:32:12 UTC 2024","broken","Sun Nov 03 02:33:03 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1503048","test_exporter_endpoint","tests.integration","Sun Nov 03 02:32:14 UTC 2024","broken","Sun Nov 03 02:57:17 UTC 2024","","test_exporter","",""
"Test log rotation.","902455","test_log_rotation","tests.integration","Sun Nov 03 02:32:09 UTC 2024","broken","Sun Nov 03 02:47:12 UTC 2024","","test_log_rotation","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322236","test_upgrade_from_edge","tests.integration","Sun Nov 03 02:34:52 UTC 2024","failed","Sun Nov 03 02:40:15 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sun Nov 03 02:33:03 UTC 2024","skipped","Sun Nov 03 02:33:03 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Nov 03 02:40:15 UTC 2024","skipped","Sun Nov 03 02:40:15 UTC 2024","","test_upgrade","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sun Nov 03 02:57:17 UTC 2024","skipped","Sun Nov 03 02:57:17 UTC 2024","","test_exporter","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","127275","test_deploy_edge","tests.integration","Sun Nov 03 02:32:45 UTC 2024","passed","Sun Nov 03 02:34:52 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","905054","test_build_deploy_and_relate","tests.integration","Sun Nov 03 02:32:00 UTC 2024","broken","Sun Nov 03 02:47:05 UTC 2024","","test_tls","",""
"Test the database relation.","0","test_tls","tests.integration","Sun Nov 03 02:33:03 UTC 2024","skipped","Sun Nov 03 02:33:03 UTC 2024","","test_node_port","",""
"Test the database relation.","903350","test_database_relation","tests.integration","Sun Nov 03 02:32:31 UTC 2024","broken","Sun Nov 03 02:47:34 UTC 2024","","test_charm","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sun Nov 03 02:33:03 UTC 2024","skipped","Sun Nov 03 02:33:03 UTC 2024","","test_node_port","",""
