"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that exporter endpoint is functional.","1503381","test_exporter_endpoint","tests.integration","Sun Oct 27 02:32:47 UTC 2024","broken","Sun Oct 27 02:57:50 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sun Oct 27 02:47:49 UTC 2024","skipped","Sun Oct 27 02:47:49 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sun Oct 27 02:47:25 UTC 2024","skipped","Sun Oct 27 02:47:25 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","904615","test_build_and_deploy","tests.integration","Sun Oct 27 02:32:44 UTC 2024","broken","Sun Oct 27 02:47:49 UTC 2024","","test_node_port","",""
"Test the database relation.","902971","test_database_relation","tests.integration","Sun Oct 27 02:32:47 UTC 2024","broken","Sun Oct 27 02:47:50 UTC 2024","","test_charm","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sun Oct 27 02:47:49 UTC 2024","skipped","Sun Oct 27 02:47:49 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322154","test_upgrade_from_edge","tests.integration","Sun Oct 27 02:34:19 UTC 2024","failed","Sun Oct 27 02:39:42 UTC 2024","","test_upgrade","",""
"Test log rotation.","902762","test_log_rotation","tests.integration","Sun Oct 27 02:32:20 UTC 2024","broken","Sun Oct 27 02:47:23 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","904501","test_build_deploy_and_relate","tests.integration","Sun Oct 27 02:32:20 UTC 2024","broken","Sun Oct 27 02:47:25 UTC 2024","","test_tls","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sun Oct 27 02:57:50 UTC 2024","skipped","Sun Oct 27 02:57:50 UTC 2024","","test_exporter","",""
"Test the database relation.","0","test_tls","tests.integration","Sun Oct 27 02:47:49 UTC 2024","skipped","Sun Oct 27 02:47:49 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","123275","test_deploy_edge","tests.integration","Sun Oct 27 02:32:16 UTC 2024","passed","Sun Oct 27 02:34:19 UTC 2024","","test_upgrade","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Oct 27 02:39:42 UTC 2024","skipped","Sun Oct 27 02:39:42 UTC 2024","","test_upgrade","",""
