"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that exporter endpoint is functional.","1503128","test_exporter_endpoint","tests.integration","Fri Nov 15 02:30:31 UTC 2024","broken","Fri Nov 15 02:55:34 UTC 2024","","test_exporter","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","114528","test_deploy_edge","tests.integration","Fri Nov 15 02:30:23 UTC 2024","passed","Fri Nov 15 02:32:17 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Fri Nov 15 02:45:36 UTC 2024","skipped","Fri Nov 15 02:45:36 UTC 2024","","test_node_port","",""
"Test the database relation.","903280","test_database_relation","tests.integration","Fri Nov 15 02:30:42 UTC 2024","broken","Fri Nov 15 02:45:45 UTC 2024","","test_charm","",""
"Test the deployment of the charm.","904021","test_build_and_deploy","tests.integration","Fri Nov 15 02:30:32 UTC 2024","broken","Fri Nov 15 02:45:36 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Fri Nov 15 02:45:37 UTC 2024","skipped","Fri Nov 15 02:45:37 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Fri Nov 15 02:45:36 UTC 2024","skipped","Fri Nov 15 02:45:36 UTC 2024","","test_node_port","",""
"Test log rotation.","902615","test_log_rotation","tests.integration","Fri Nov 15 02:30:19 UTC 2024","broken","Fri Nov 15 02:45:22 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Fri Nov 15 02:45:29 UTC 2024","skipped","Fri Nov 15 02:45:29 UTC 2024","","test_tls","",""
"Test encryption when backend database is using TLS.","904438","test_build_deploy_and_relate","tests.integration","Fri Nov 15 02:30:25 UTC 2024","broken","Fri Nov 15 02:45:29 UTC 2024","","test_tls","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Fri Nov 15 02:55:34 UTC 2024","skipped","Fri Nov 15 02:55:34 UTC 2024","","test_exporter","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205210","test_upgrade_from_edge","tests.integration","Fri Nov 15 02:32:17 UTC 2024","broken","Fri Nov 15 02:52:22 UTC 2024","","test_upgrade","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Fri Nov 15 02:52:22 UTC 2024","skipped","Fri Nov 15 02:52:22 UTC 2024","","test_upgrade","",""
