"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sun Nov 10 02:44:27 UTC 2024","skipped","Sun Nov 10 02:44:27 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sun Nov 10 02:54:01 UTC 2024","skipped","Sun Nov 10 02:54:01 UTC 2024","","test_exporter","",""
"Test the database relation.","902932","test_database_relation","tests.integration","Sun Nov 10 02:29:27 UTC 2024","broken","Sun Nov 10 02:44:30 UTC 2024","","test_charm","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Nov 10 02:36:39 UTC 2024","skipped","Sun Nov 10 02:36:39 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322176","test_upgrade_from_edge","tests.integration","Sun Nov 10 02:31:17 UTC 2024","failed","Sun Nov 10 02:36:39 UTC 2024","","test_upgrade","",""
"Test log rotation.","902436","test_log_rotation","tests.integration","Sun Nov 10 02:29:13 UTC 2024","broken","Sun Nov 10 02:44:16 UTC 2024","","test_log_rotation","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","136234","test_deploy_edge","tests.integration","Sun Nov 10 02:29:01 UTC 2024","passed","Sun Nov 10 02:31:17 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sun Nov 10 02:44:27 UTC 2024","skipped","Sun Nov 10 02:44:27 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","904660","test_build_and_deploy","tests.integration","Sun Nov 10 02:29:23 UTC 2024","broken","Sun Nov 10 02:44:27 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","904194","test_build_deploy_and_relate","tests.integration","Sun Nov 10 02:29:10 UTC 2024","broken","Sun Nov 10 02:44:15 UTC 2024","","test_tls","",""
"Test that exporter endpoint is functional.","1502727","test_exporter_endpoint","tests.integration","Sun Nov 10 02:28:58 UTC 2024","broken","Sun Nov 10 02:54:01 UTC 2024","","test_exporter","",""
"Test the database relation.","0","test_tls","tests.integration","Sun Nov 10 02:44:27 UTC 2024","skipped","Sun Nov 10 02:44:27 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sun Nov 10 02:44:15 UTC 2024","skipped","Sun Nov 10 02:44:15 UTC 2024","","test_tls","",""
