"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","125825","test_deploy_edge","tests.integration","Thu Aug 08 02:16:11 UTC 2024","passed","Thu Aug 08 02:18:17 UTC 2024","","test_upgrade","",""
"Test the nodeport.","","test_node_port_and_clusterip_setup","tests.integration","","unknown","","","test_node_port","",""
"Test the database relation.","902478","test_database_relation","tests.integration","Thu Aug 08 02:15:59 UTC 2024","broken","Thu Aug 08 02:31:01 UTC 2024","","test_charm","",""
"Test log rotation.","902171","test_log_rotation","tests.integration","Thu Aug 08 02:16:05 UTC 2024","broken","Thu Aug 08 02:31:07 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","904239","test_build_deploy_and_relate","tests.integration","Thu Aug 08 02:16:07 UTC 2024","broken","Thu Aug 08 02:31:12 UTC 2024","","test_tls","",""
"Test the nodeport.","","test_data_integrator","tests.integration","","unknown","","","test_node_port","",""
"Test the database relation.","","test_tls","tests.integration","","unknown","","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322398","test_upgrade_from_edge","tests.integration","Thu Aug 08 02:18:17 UTC 2024","failed","Thu Aug 08 02:23:40 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1503892","test_exporter_endpoint","tests.integration","Thu Aug 08 02:16:24 UTC 2024","broken","Thu Aug 08 02:41:28 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Thu Aug 08 02:31:12 UTC 2024","skipped","Thu Aug 08 02:31:12 UTC 2024","","test_tls","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Thu Aug 08 02:41:28 UTC 2024","skipped","Thu Aug 08 02:41:28 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","","test_build_and_deploy","tests.integration","","unknown","","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Thu Aug 08 02:23:40 UTC 2024","skipped","Thu Aug 08 02:23:40 UTC 2024","","test_upgrade","",""
