"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Fri Nov 22 02:45:37 UTC 2024","skipped","Fri Nov 22 02:45:37 UTC 2024","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","126158","test_deploy_edge","tests.integration","Fri Nov 22 02:30:26 UTC 2024","passed","Fri Nov 22 02:32:32 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Fri Nov 22 02:45:41 UTC 2024","skipped","Fri Nov 22 02:45:41 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Fri Nov 22 02:37:55 UTC 2024","skipped","Fri Nov 22 02:37:55 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Fri Nov 22 02:45:41 UTC 2024","skipped","Fri Nov 22 02:45:41 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Fri Nov 22 02:45:41 UTC 2024","skipped","Fri Nov 22 02:45:41 UTC 2024","","test_node_port","",""
"Test log rotation.","902274","test_log_rotation","tests.integration","Fri Nov 22 02:30:33 UTC 2024","broken","Fri Nov 22 02:45:35 UTC 2024","","test_log_rotation","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Fri Nov 22 02:55:40 UTC 2024","skipped","Fri Nov 22 02:55:40 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","904276","test_build_and_deploy","tests.integration","Fri Nov 22 02:30:37 UTC 2024","broken","Fri Nov 22 02:45:41 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322869","test_upgrade_from_edge","tests.integration","Fri Nov 22 02:32:32 UTC 2024","failed","Fri Nov 22 02:37:55 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1503128","test_exporter_endpoint","tests.integration","Fri Nov 22 02:30:36 UTC 2024","broken","Fri Nov 22 02:55:40 UTC 2024","","test_exporter","",""
"Test the database relation.","902554","test_database_relation","tests.integration","Fri Nov 22 02:30:41 UTC 2024","broken","Fri Nov 22 02:45:44 UTC 2024","","test_charm","",""
"Test encryption when backend database is using TLS.","904257","test_build_deploy_and_relate","tests.integration","Fri Nov 22 02:30:33 UTC 2024","broken","Fri Nov 22 02:45:37 UTC 2024","","test_tls","",""
