"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that exporter endpoint is functional.","311353","test_exporter_endpoint","tests.integration","Wed Jul 31 01:49:46 UTC 2024","broken","Wed Jul 31 01:54:58 UTC 2024","","test_exporter","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Wed Jul 31 01:54:58 UTC 2024","skipped","Wed Jul 31 01:54:58 UTC 2024","","test_exporter","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","122618","test_deploy_edge","tests.integration","Wed Jul 31 01:49:26 UTC 2024","passed","Wed Jul 31 01:51:28 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","326868","test_upgrade_from_edge","tests.integration","Wed Jul 31 01:51:28 UTC 2024","failed","Wed Jul 31 01:56:55 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","22085","test_connected_encryption","tests.integration","Wed Jul 31 01:50:45 UTC 2024","passed","Wed Jul 31 01:51:07 UTC 2024","","test_tls","",""
"Test the nodeport.","6196","test_data_integrator","tests.integration","Wed Jul 31 01:52:56 UTC 2024","passed","Wed Jul 31 01:53:03 UTC 2024","","test_node_port","",""
"Test the database relation.","1599","test_tls","tests.integration","Wed Jul 31 01:52:54 UTC 2024","passed","Wed Jul 31 01:52:56 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","206172","test_build_and_deploy","tests.integration","Wed Jul 31 01:49:28 UTC 2024","passed","Wed Jul 31 01:52:54 UTC 2024","","test_node_port","",""
"Test the database relation.","261592","test_database_relation","tests.integration","Wed Jul 31 01:49:07 UTC 2024","passed","Wed Jul 31 01:53:28 UTC 2024","","test_charm","",""
"Test log rotation.","115529","test_log_rotation","tests.integration","Wed Jul 31 01:49:18 UTC 2024","passed","Wed Jul 31 01:51:14 UTC 2024","","test_log_rotation","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Wed Jul 31 01:56:55 UTC 2024","skipped","Wed Jul 31 01:56:55 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","101157","test_build_deploy_and_relate","tests.integration","Wed Jul 31 01:49:03 UTC 2024","passed","Wed Jul 31 01:50:45 UTC 2024","","test_tls","",""
"Test the nodeport.","640","test_node_port_and_clusterip_setup","tests.integration","Wed Jul 31 01:52:56 UTC 2024","passed","Wed Jul 31 01:52:56 UTC 2024","","test_node_port","",""
