"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the nodeport.","0","test_data_integrator","tests.integration","Fri Sep 20 02:38:43 UTC 2024","skipped","Fri Sep 20 02:38:43 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","128467","test_deploy_edge","tests.integration","Fri Sep 20 02:23:19 UTC 2024","passed","Fri Sep 20 02:25:27 UTC 2024","","test_upgrade","",""
"Test log rotation.","902996","test_log_rotation","tests.integration","Fri Sep 20 02:23:34 UTC 2024","broken","Fri Sep 20 02:38:37 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","904126","test_build_deploy_and_relate","tests.integration","Fri Sep 20 02:23:18 UTC 2024","broken","Fri Sep 20 02:38:22 UTC 2024","","test_tls","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Fri Sep 20 02:38:22 UTC 2024","skipped","Fri Sep 20 02:38:22 UTC 2024","","test_tls","",""
"Test that exporter endpoint is functional.","1503020","test_exporter_endpoint","tests.integration","Fri Sep 20 02:23:02 UTC 2024","broken","Fri Sep 20 02:48:05 UTC 2024","","test_exporter","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322106","test_upgrade_from_edge","tests.integration","Fri Sep 20 02:25:27 UTC 2024","failed","Fri Sep 20 02:30:49 UTC 2024","","test_upgrade","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Fri Sep 20 02:30:49 UTC 2024","skipped","Fri Sep 20 02:30:49 UTC 2024","","test_upgrade","",""
"Test the database relation.","902420","test_database_relation","tests.integration","Fri Sep 20 02:23:08 UTC 2024","broken","Fri Sep 20 02:38:11 UTC 2024","","test_charm","",""
"Test the database relation.","0","test_tls","tests.integration","Fri Sep 20 02:38:43 UTC 2024","skipped","Fri Sep 20 02:38:43 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Fri Sep 20 02:48:05 UTC 2024","skipped","Fri Sep 20 02:48:05 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Fri Sep 20 02:38:43 UTC 2024","skipped","Fri Sep 20 02:38:43 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","904728","test_build_and_deploy","tests.integration","Fri Sep 20 02:23:38 UTC 2024","broken","Fri Sep 20 02:38:43 UTC 2024","","test_node_port","",""
