"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the database relation.","902355","test_database_relation","tests.integration","Sun Aug 11 02:25:03 UTC 2024","broken","Sun Aug 11 02:40:06 UTC 2024","","test_charm","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322265","test_upgrade_from_edge","tests.integration","Sun Aug 11 02:27:17 UTC 2024","failed","Sun Aug 11 02:32:40 UTC 2024","","test_upgrade","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","125220","test_deploy_edge","tests.integration","Sun Aug 11 02:25:12 UTC 2024","passed","Sun Aug 11 02:27:17 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sun Aug 11 02:39:54 UTC 2024","skipped","Sun Aug 11 02:39:54 UTC 2024","","test_tls","",""
"Test the nodeport.","","test_node_port_and_clusterip_setup","tests.integration","","unknown","","","test_node_port","",""
"Test log rotation.","902023","test_log_rotation","tests.integration","Sun Aug 11 02:24:56 UTC 2024","broken","Sun Aug 11 02:39:58 UTC 2024","","test_log_rotation","",""
"Test the nodeport.","","test_data_integrator","tests.integration","","unknown","","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Aug 11 02:32:40 UTC 2024","skipped","Sun Aug 11 02:32:40 UTC 2024","","test_upgrade","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sun Aug 11 02:50:00 UTC 2024","skipped","Sun Aug 11 02:50:00 UTC 2024","","test_exporter","",""
"Test that exporter endpoint is functional.","1502818","test_exporter_endpoint","tests.integration","Sun Aug 11 02:24:57 UTC 2024","broken","Sun Aug 11 02:50:00 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","904254","test_build_deploy_and_relate","tests.integration","Sun Aug 11 02:24:49 UTC 2024","broken","Sun Aug 11 02:39:54 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","","test_build_and_deploy","tests.integration","","unknown","","","test_node_port","",""
"Test the database relation.","","test_tls","tests.integration","","unknown","","","test_node_port","",""
