"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 09:25:33 UTC 2024","Fri Jun 07 09:27:04 UTC 2024","90953","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"unknown","Fri Jun 07 09:22:27 UTC 2024","Fri Jun 07 09:22:27 UTC 2024","0","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
