"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 20 02:05:43 UTC 2024","Thu Jun 20 02:08:07 UTC 2024","143483","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"broken","Thu Jun 20 02:05:31 UTC 2024","Thu Jun 20 02:06:20 UTC 2024","49690","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"passed","Thu Jun 20 02:05:39 UTC 2024","Thu Jun 20 02:07:34 UTC 2024","115203","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"failed","Thu Jun 20 02:08:07 UTC 2024","Thu Jun 20 02:08:53 UTC 2024","46649","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Thu Jun 20 02:10:40 UTC 2024","Thu Jun 20 02:14:15 UTC 2024","214853","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"skipped","Thu Jun 20 02:06:20 UTC 2024","Thu Jun 20 02:06:20 UTC 2024","0","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"skipped","Thu Jun 20 02:06:20 UTC 2024","Thu Jun 20 02:06:20 UTC 2024","0","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"passed","Thu Jun 20 02:07:34 UTC 2024","Thu Jun 20 02:10:40 UTC 2024","186741","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Thu Jun 20 02:05:19 UTC 2024","Thu Jun 20 02:06:59 UTC 2024","99851","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"passed","Thu Jun 20 02:05:18 UTC 2024","Thu Jun 20 02:06:58 UTC 2024","100239","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Thu Jun 20 02:05:26 UTC 2024","Thu Jun 20 02:09:30 UTC 2024","244419","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"skipped","Thu Jun 20 02:06:20 UTC 2024","Thu Jun 20 02:06:20 UTC 2024","0","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Thu Jun 20 02:06:58 UTC 2024","Thu Jun 20 02:07:20 UTC 2024","21973","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
