"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sat Aug 10 02:33:50 UTC 2024","skipped","Sat Aug 10 02:33:50 UTC 2024","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","121345","test_deploy_edge","tests.integration","Sat Aug 10 02:18:46 UTC 2024","passed","Sat Aug 10 02:20:47 UTC 2024","","test_upgrade","",""
"Test the deployment of the charm.","904874","test_build_and_deploy","tests.integration","Sat Aug 10 02:19:15 UTC 2024","broken","Sat Aug 10 02:34:20 UTC 2024","","test_node_port","",""
"Test log rotation.","903175","test_log_rotation","tests.integration","Sat Aug 10 02:19:00 UTC 2024","broken","Sat Aug 10 02:34:03 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","904306","test_build_deploy_and_relate","tests.integration","Sat Aug 10 02:18:46 UTC 2024","broken","Sat Aug 10 02:33:50 UTC 2024","","test_tls","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sat Aug 10 02:44:10 UTC 2024","skipped","Sat Aug 10 02:44:10 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sat Aug 10 02:34:20 UTC 2024","skipped","Sat Aug 10 02:34:20 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1502829","test_exporter_endpoint","tests.integration","Sat Aug 10 02:19:07 UTC 2024","broken","Sat Aug 10 02:44:09 UTC 2024","","test_exporter","",""
"Test the database relation.","0","test_tls","tests.integration","Sat Aug 10 02:34:20 UTC 2024","skipped","Sat Aug 10 02:34:20 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sat Aug 10 02:34:20 UTC 2024","skipped","Sat Aug 10 02:34:20 UTC 2024","","test_node_port","",""
"Test the database relation.","903214","test_database_relation","tests.integration","Sat Aug 10 02:18:59 UTC 2024","broken","Sat Aug 10 02:34:03 UTC 2024","","test_charm","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sat Aug 10 02:26:10 UTC 2024","skipped","Sat Aug 10 02:26:10 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322724","test_upgrade_from_edge","tests.integration","Sat Aug 10 02:20:47 UTC 2024","failed","Sat Aug 10 02:26:10 UTC 2024","","test_upgrade","",""
