"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 07 10:07:30 UTC 2024","Fri Jun 07 10:09:08 UTC 2024","98009","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"skipped","Fri Jun 07 10:08:06 UTC 2024","Fri Jun 07 10:08:06 UTC 2024","0","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Fri Jun 07 10:07:33 UTC 2024","Fri Jun 07 10:12:03 UTC 2024","270417","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Fri Jun 07 10:10:00 UTC 2024","Fri Jun 07 10:10:59 UTC 2024","59459","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"unknown","Fri Jun 07 10:04:06 UTC 2024","Fri Jun 07 10:04:06 UTC 2024","0","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"skipped","Fri Jun 07 10:08:06 UTC 2024","Fri Jun 07 10:08:06 UTC 2024","0","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Fri Jun 07 10:08:05 UTC 2024","Fri Jun 07 10:09:56 UTC 2024","111520","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"passed","Fri Jun 07 10:09:08 UTC 2024","Fri Jun 07 10:09:30 UTC 2024","21936","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"passed","Fri Jun 07 10:09:56 UTC 2024","Fri Jun 07 10:12:53 UTC 2024","176269","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"skipped","Fri Jun 07 10:08:06 UTC 2024","Fri Jun 07 10:08:06 UTC 2024","0","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
"passed","Fri Jun 07 10:07:33 UTC 2024","Fri Jun 07 10:10:00 UTC 2024","147316","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"passed","Fri Jun 07 10:07:36 UTC 2024","Fri Jun 07 10:09:22 UTC 2024","105999","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"broken","Fri Jun 07 10:07:20 UTC 2024","Fri Jun 07 10:08:06 UTC 2024","45888","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
