"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","130744","test_deploy_edge","tests.integration","Thu Nov 07 02:24:48 UTC 2024","passed","Thu Nov 07 02:26:59 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","904220","test_build_deploy_and_relate","tests.integration","Thu Nov 07 02:24:25 UTC 2024","broken","Thu Nov 07 02:39:29 UTC 2024","","test_tls","",""
"Test log rotation.","902282","test_log_rotation","tests.integration","Thu Nov 07 02:24:29 UTC 2024","broken","Thu Nov 07 02:39:31 UTC 2024","","test_log_rotation","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1207200","test_upgrade_from_edge","tests.integration","Thu Nov 07 02:26:59 UTC 2024","broken","Thu Nov 07 02:47:06 UTC 2024","","test_upgrade","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Thu Nov 07 02:47:06 UTC 2024","skipped","Thu Nov 07 02:47:06 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Thu Nov 07 02:40:44 UTC 2024","skipped","Thu Nov 07 02:40:44 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Thu Nov 07 02:39:29 UTC 2024","skipped","Thu Nov 07 02:39:29 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Thu Nov 07 02:40:44 UTC 2024","skipped","Thu Nov 07 02:40:44 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Thu Nov 07 02:50:00 UTC 2024","skipped","Thu Nov 07 02:50:00 UTC 2024","","test_exporter","",""
"Test the database relation.","902322","test_database_relation","tests.integration","Thu Nov 07 02:24:31 UTC 2024","broken","Thu Nov 07 02:39:33 UTC 2024","","test_charm","",""
"Test that exporter endpoint is functional.","1504078","test_exporter_endpoint","tests.integration","Thu Nov 07 02:24:56 UTC 2024","broken","Thu Nov 07 02:50:00 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Thu Nov 07 02:40:44 UTC 2024","skipped","Thu Nov 07 02:40:44 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","905518","test_build_and_deploy","tests.integration","Thu Nov 07 02:25:38 UTC 2024","broken","Thu Nov 07 02:40:44 UTC 2024","","test_node_port","",""
