"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test log rotation.","902955","test_log_rotation","tests.integration","Fri Sep 27 02:27:11 UTC 2024","broken","Fri Sep 27 02:42:14 UTC 2024","","test_log_rotation","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Fri Sep 27 02:41:24 UTC 2024","skipped","Fri Sep 27 02:41:24 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Fri Sep 27 02:41:24 UTC 2024","skipped","Fri Sep 27 02:41:24 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","125664","test_deploy_edge","tests.integration","Fri Sep 27 02:26:29 UTC 2024","passed","Fri Sep 27 02:28:35 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","903914","test_build_deploy_and_relate","tests.integration","Fri Sep 27 02:26:33 UTC 2024","broken","Fri Sep 27 02:41:37 UTC 2024","","test_tls","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Fri Sep 27 02:48:40 UTC 2024","skipped","Fri Sep 27 02:48:40 UTC 2024","","test_upgrade","",""
"Test the database relation.","902567","test_database_relation","tests.integration","Fri Sep 27 02:26:33 UTC 2024","broken","Fri Sep 27 02:41:35 UTC 2024","","test_charm","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205180","test_upgrade_from_edge","tests.integration","Fri Sep 27 02:28:35 UTC 2024","broken","Fri Sep 27 02:48:40 UTC 2024","","test_upgrade","",""
"Test the deployment of the charm.","903736","test_build_and_deploy","tests.integration","Fri Sep 27 02:26:21 UTC 2024","broken","Fri Sep 27 02:41:24 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Fri Sep 27 02:41:24 UTC 2024","skipped","Fri Sep 27 02:41:24 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Fri Sep 27 02:52:11 UTC 2024","skipped","Fri Sep 27 02:52:11 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Fri Sep 27 02:41:37 UTC 2024","skipped","Fri Sep 27 02:41:37 UTC 2024","","test_tls","",""
"Test that exporter endpoint is functional.","1503742","test_exporter_endpoint","tests.integration","Fri Sep 27 02:27:07 UTC 2024","broken","Fri Sep 27 02:52:11 UTC 2024","","test_exporter","",""
