"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the nodeport.","0","test_data_integrator","tests.integration","Wed Dec 11 02:49:27 UTC 2024","skipped","Wed Dec 11 02:49:27 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Wed Dec 11 02:49:27 UTC 2024","skipped","Wed Dec 11 02:49:27 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Wed Dec 11 02:50:02 UTC 2024","skipped","Wed Dec 11 02:50:02 UTC 2024","","test_tls","",""
"Test log rotation.","901999","test_log_rotation","tests.integration","Wed Dec 11 02:34:28 UTC 2024","broken","Wed Dec 11 02:49:30 UTC 2024","","test_log_rotation","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Wed Dec 11 02:59:29 UTC 2024","skipped","Wed Dec 11 02:59:29 UTC 2024","","test_exporter","",""
"Test the database relation.","901922","test_database_relation","tests.integration","Wed Dec 11 02:34:28 UTC 2024","broken","Wed Dec 11 02:49:30 UTC 2024","","test_charm","",""
"Test the deployment of the charm.","903470","test_build_and_deploy","tests.integration","Wed Dec 11 02:34:24 UTC 2024","broken","Wed Dec 11 02:49:27 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1206239","test_upgrade_from_edge","tests.integration","Wed Dec 11 02:36:28 UTC 2024","broken","Wed Dec 11 02:56:34 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1502512","test_exporter_endpoint","tests.integration","Wed Dec 11 02:34:26 UTC 2024","broken","Wed Dec 11 02:59:29 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Wed Dec 11 02:49:27 UTC 2024","skipped","Wed Dec 11 02:49:27 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","905544","test_build_deploy_and_relate","tests.integration","Wed Dec 11 02:34:57 UTC 2024","broken","Wed Dec 11 02:50:02 UTC 2024","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","123546","test_deploy_edge","tests.integration","Wed Dec 11 02:34:24 UTC 2024","passed","Wed Dec 11 02:36:28 UTC 2024","","test_upgrade","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Wed Dec 11 02:56:34 UTC 2024","skipped","Wed Dec 11 02:56:34 UTC 2024","","test_upgrade","",""
