"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sat Oct 05 02:49:18 UTC 2024","skipped","Sat Oct 05 02:49:18 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sat Oct 05 02:39:18 UTC 2024","skipped","Sat Oct 05 02:39:18 UTC 2024","","test_node_port","",""
"Test the database relation.","902349","test_database_relation","tests.integration","Sat Oct 05 02:23:36 UTC 2024","broken","Sat Oct 05 02:38:39 UTC 2024","","test_charm","",""
"Test the deployment of the charm.","904903","test_build_and_deploy","tests.integration","Sat Oct 05 02:24:13 UTC 2024","broken","Sat Oct 05 02:39:18 UTC 2024","","test_node_port","",""
"Test log rotation.","902915","test_log_rotation","tests.integration","Sat Oct 05 02:24:09 UTC 2024","broken","Sat Oct 05 02:39:12 UTC 2024","","test_log_rotation","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sat Oct 05 02:31:08 UTC 2024","skipped","Sat Oct 05 02:31:08 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","904216","test_build_deploy_and_relate","tests.integration","Sat Oct 05 02:24:02 UTC 2024","broken","Sat Oct 05 02:39:07 UTC 2024","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","119166","test_deploy_edge","tests.integration","Sat Oct 05 02:23:47 UTC 2024","passed","Sat Oct 05 02:25:46 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Sat Oct 05 02:39:18 UTC 2024","skipped","Sat Oct 05 02:39:18 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322480","test_upgrade_from_edge","tests.integration","Sat Oct 05 02:25:46 UTC 2024","failed","Sat Oct 05 02:31:08 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1503581","test_exporter_endpoint","tests.integration","Sat Oct 05 02:24:14 UTC 2024","broken","Sat Oct 05 02:49:18 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sat Oct 05 02:39:07 UTC 2024","skipped","Sat Oct 05 02:39:07 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sat Oct 05 02:39:18 UTC 2024","skipped","Sat Oct 05 02:39:18 UTC 2024","","test_node_port","",""
