"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Mon Jul 29 02:20:44 UTC 2024","skipped","Mon Jul 29 02:20:44 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","22023","test_connected_encryption","tests.integration","Mon Jul 29 02:15:11 UTC 2024","passed","Mon Jul 29 02:15:33 UTC 2024","","test_tls","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","326848","test_upgrade_from_edge","tests.integration","Mon Jul 29 02:15:17 UTC 2024","failed","Mon Jul 29 02:20:44 UTC 2024","","test_upgrade","",""
"Test log rotation.","98985","test_log_rotation","tests.integration","Mon Jul 29 02:13:11 UTC 2024","passed","Mon Jul 29 02:14:50 UTC 2024","","test_log_rotation","",""
"Test the database relation.","257610","test_database_relation","tests.integration","Mon Jul 29 02:13:09 UTC 2024","passed","Mon Jul 29 02:17:27 UTC 2024","","test_charm","",""
"Test the deployment of the charm.","231157","test_build_and_deploy","tests.integration","Mon Jul 29 02:13:35 UTC 2024","passed","Mon Jul 29 02:17:26 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","154114","test_exporter_endpoint","tests.integration","Mon Jul 29 02:13:03 UTC 2024","passed","Mon Jul 29 02:15:37 UTC 2024","","test_exporter","",""
"Test that the exporter endpoint works when related with TLS","41728","test_exporter_endpoint_with_tls","tests.integration","Mon Jul 29 02:15:37 UTC 2024","failed","Mon Jul 29 02:16:19 UTC 2024","","test_exporter","",""
"Test the database relation.","1503","test_tls","tests.integration","Mon Jul 29 02:17:26 UTC 2024","passed","Mon Jul 29 02:17:28 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","126241","test_deploy_edge","tests.integration","Mon Jul 29 02:13:11 UTC 2024","passed","Mon Jul 29 02:15:17 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","106131","test_build_deploy_and_relate","tests.integration","Mon Jul 29 02:13:24 UTC 2024","passed","Mon Jul 29 02:15:11 UTC 2024","","test_tls","",""
"Test the nodeport.","441","test_node_port_and_clusterip_setup","tests.integration","Mon Jul 29 02:17:28 UTC 2024","passed","Mon Jul 29 02:17:28 UTC 2024","","test_node_port","",""
"Test the nodeport.","3109","test_data_integrator","tests.integration","Mon Jul 29 02:17:28 UTC 2024","passed","Mon Jul 29 02:17:32 UTC 2024","","test_node_port","",""
