"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Thu Oct 03 02:41:28 UTC 2024","skipped","Thu Oct 03 02:41:28 UTC 2024","","test_tls","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1205269","test_upgrade_from_edge","tests.integration","Thu Oct 03 02:28:19 UTC 2024","broken","Thu Oct 03 02:48:25 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Thu Oct 03 02:27:03 UTC 2024","skipped","Thu Oct 03 02:27:03 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Thu Oct 03 02:27:03 UTC 2024","skipped","Thu Oct 03 02:27:03 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Thu Oct 03 02:51:28 UTC 2024","skipped","Thu Oct 03 02:51:28 UTC 2024","","test_exporter","",""
"Test that exporter endpoint is functional.","1502317","test_exporter_endpoint","tests.integration","Thu Oct 03 02:26:25 UTC 2024","broken","Thu Oct 03 02:51:28 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","904021","test_build_deploy_and_relate","tests.integration","Thu Oct 03 02:26:24 UTC 2024","broken","Thu Oct 03 02:41:28 UTC 2024","","test_tls","",""
"Test log rotation.","902930","test_log_rotation","tests.integration","Thu Oct 03 02:26:43 UTC 2024","broken","Thu Oct 03 02:41:46 UTC 2024","","test_log_rotation","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Thu Oct 03 02:48:25 UTC 2024","skipped","Thu Oct 03 02:48:25 UTC 2024","","test_upgrade","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","119510","test_deploy_edge","tests.integration","Thu Oct 03 02:26:20 UTC 2024","passed","Thu Oct 03 02:28:19 UTC 2024","","test_upgrade","",""
"Test the deployment of the charm.","42937","test_build_and_deploy","tests.integration","Thu Oct 03 02:26:20 UTC 2024","broken","Thu Oct 03 02:27:03 UTC 2024","","test_node_port","",""
"Test the database relation.","902091","test_database_relation","tests.integration","Thu Oct 03 02:26:26 UTC 2024","broken","Thu Oct 03 02:41:28 UTC 2024","","test_charm","",""
"Test the database relation.","0","test_tls","tests.integration","Thu Oct 03 02:27:03 UTC 2024","skipped","Thu Oct 03 02:27:03 UTC 2024","","test_node_port","",""
