"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the nodeport.","0","test_data_integrator","tests.integration","Sun Nov 17 02:49:32 UTC 2024","skipped","Sun Nov 17 02:49:32 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sun Nov 17 02:49:32 UTC 2024","skipped","Sun Nov 17 02:49:32 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sun Nov 17 02:49:36 UTC 2024","skipped","Sun Nov 17 02:49:36 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","905010","test_build_and_deploy","tests.integration","Sun Nov 17 02:34:27 UTC 2024","broken","Sun Nov 17 02:49:32 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1503481","test_exporter_endpoint","tests.integration","Sun Nov 17 02:34:20 UTC 2024","broken","Sun Nov 17 02:59:24 UTC 2024","","test_exporter","",""
"Test the database relation.","903277","test_database_relation","tests.integration","Sun Nov 17 02:34:23 UTC 2024","broken","Sun Nov 17 02:49:27 UTC 2024","","test_charm","",""
"Test log rotation.","903404","test_log_rotation","tests.integration","Sun Nov 17 02:34:27 UTC 2024","broken","Sun Nov 17 02:49:30 UTC 2024","","test_log_rotation","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sun Nov 17 02:59:24 UTC 2024","skipped","Sun Nov 17 02:59:24 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","905363","test_build_deploy_and_relate","tests.integration","Sun Nov 17 02:34:31 UTC 2024","broken","Sun Nov 17 02:49:36 UTC 2024","","test_tls","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Nov 17 02:59:39 UTC 2024","skipped","Sun Nov 17 02:59:39 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","1206377","test_upgrade_from_edge","tests.integration","Sun Nov 17 02:39:33 UTC 2024","broken","Sun Nov 17 02:59:39 UTC 2024","","test_upgrade","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","226313","test_deploy_edge","tests.integration","Sun Nov 17 02:35:46 UTC 2024","passed","Sun Nov 17 02:39:33 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Sun Nov 17 02:49:32 UTC 2024","skipped","Sun Nov 17 02:49:32 UTC 2024","","test_node_port","",""
