"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Tue Oct 22 02:53:06 UTC 2024","skipped","Tue Oct 22 02:53:06 UTC 2024","","test_exporter","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322183","test_upgrade_from_edge","tests.integration","Tue Oct 22 02:36:20 UTC 2024","failed","Tue Oct 22 02:41:42 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Tue Oct 22 02:43:18 UTC 2024","skipped","Tue Oct 22 02:43:18 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Tue Oct 22 02:43:32 UTC 2024","skipped","Tue Oct 22 02:43:32 UTC 2024","","test_tls","",""
"Test encryption when backend database is using TLS.","904613","test_build_deploy_and_relate","tests.integration","Tue Oct 22 02:28:28 UTC 2024","broken","Tue Oct 22 02:43:32 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Tue Oct 22 02:43:18 UTC 2024","skipped","Tue Oct 22 02:43:18 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1502917","test_exporter_endpoint","tests.integration","Tue Oct 22 02:28:03 UTC 2024","broken","Tue Oct 22 02:53:06 UTC 2024","","test_exporter","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Tue Oct 22 02:41:42 UTC 2024","skipped","Tue Oct 22 02:41:42 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Tue Oct 22 02:43:18 UTC 2024","skipped","Tue Oct 22 02:43:18 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","126164","test_deploy_edge","tests.integration","Tue Oct 22 02:34:14 UTC 2024","passed","Tue Oct 22 02:36:20 UTC 2024","","test_upgrade","",""
"Test the database relation.","902309","test_database_relation","tests.integration","Tue Oct 22 02:28:34 UTC 2024","broken","Tue Oct 22 02:43:37 UTC 2024","","test_charm","",""
"Test the deployment of the charm.","903754","test_build_and_deploy","tests.integration","Tue Oct 22 02:28:14 UTC 2024","broken","Tue Oct 22 02:43:18 UTC 2024","","test_node_port","",""
"Test log rotation.","902380","test_log_rotation","tests.integration","Tue Oct 22 02:32:21 UTC 2024","broken","Tue Oct 22 02:47:23 UTC 2024","","test_log_rotation","",""
