"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 26 02:06:50 UTC 2024","Wed Jun 26 02:08:42 UTC 2024","111979","tests.integration","test_upgrade","","","","test_deploy_edge","Simple test to ensure that mysql, mysqlrouter and application charms deploy."
"passed","Wed Jun 26 02:09:06 UTC 2024","Wed Jun 26 02:09:29 UTC 2024","22383","tests.integration","test_tls","","","","test_connected_encryption","Test encryption when backend database is using TLS."
"passed","Wed Jun 26 02:11:48 UTC 2024","Wed Jun 26 02:15:14 UTC 2024","205819","tests.integration","test_upgrade","","","","test_fail_and_rollback","Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    "
"skipped","Wed Jun 26 02:11:46 UTC 2024","Wed Jun 26 02:11:46 UTC 2024","0","tests.integration","test_exporter","","","","test_exporter_endpoint_with_tls","Test that the exporter endpoint works when related with TLS"
"passed","Wed Jun 26 02:07:04 UTC 2024","Wed Jun 26 02:11:34 UTC 2024","269622","tests.integration","test_charm","","","","test_database_relation","Test the database relation."
"passed","Wed Jun 26 02:06:46 UTC 2024","Wed Jun 26 02:09:51 UTC 2024","185801","tests.integration","test_node_port","","","","test_build_and_deploy","Test the deployment of the charm."
"passed","Wed Jun 26 02:09:53 UTC 2024","Wed Jun 26 02:09:56 UTC 2024","3104","tests.integration","test_node_port","","","","test_data_integrator","Test the nodeport."
"passed","Wed Jun 26 02:09:51 UTC 2024","Wed Jun 26 02:09:53 UTC 2024","1367","tests.integration","test_node_port","","","","test_tls","Test the database relation."
"passed","Wed Jun 26 02:06:41 UTC 2024","Wed Jun 26 02:08:21 UTC 2024","100039","tests.integration","test_log_rotation","","","","test_log_rotation","Test log rotation."
"broken","Wed Jun 26 02:06:39 UTC 2024","Wed Jun 26 02:11:46 UTC 2024","307523","tests.integration","test_exporter","","","","test_exporter_endpoint","Test that exporter endpoint is functional."
"passed","Wed Jun 26 02:08:42 UTC 2024","Wed Jun 26 02:11:48 UTC 2024","185887","tests.integration","test_upgrade","","","","test_upgrade_from_edge","Upgrade mysqlrouter while ensuring continuous writes incrementing."
"passed","Wed Jun 26 02:07:19 UTC 2024","Wed Jun 26 02:09:06 UTC 2024","107462","tests.integration","test_tls","","","","test_build_deploy_and_relate","Test encryption when backend database is using TLS."
"passed","Wed Jun 26 02:09:53 UTC 2024","Wed Jun 26 02:09:53 UTC 2024","424","tests.integration","test_node_port","","","","test_node_port_and_clusterip_setup","Test the nodeport."
