"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","324894","test_upgrade_from_edge","tests.integration","Tue Aug 13 02:23:59 UTC 2024","failed","Tue Aug 13 02:29:24 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Tue Aug 13 02:36:29 UTC 2024","skipped","Tue Aug 13 02:36:29 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","905456","test_build_deploy_and_relate","tests.integration","Tue Aug 13 02:21:52 UTC 2024","broken","Tue Aug 13 02:36:57 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Tue Aug 13 02:36:29 UTC 2024","skipped","Tue Aug 13 02:36:29 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Tue Aug 13 02:36:29 UTC 2024","skipped","Tue Aug 13 02:36:29 UTC 2024","","test_node_port","",""
"Test the database relation.","902307","test_database_relation","tests.integration","Tue Aug 13 02:21:40 UTC 2024","broken","Tue Aug 13 02:36:42 UTC 2024","","test_charm","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Tue Aug 13 02:46:42 UTC 2024","skipped","Tue Aug 13 02:46:42 UTC 2024","","test_exporter","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","128641","test_deploy_edge","tests.integration","Tue Aug 13 02:21:51 UTC 2024","passed","Tue Aug 13 02:23:59 UTC 2024","","test_upgrade","",""
"Test log rotation.","902342","test_log_rotation","tests.integration","Tue Aug 13 02:21:28 UTC 2024","broken","Tue Aug 13 02:36:30 UTC 2024","","test_log_rotation","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Tue Aug 13 02:36:57 UTC 2024","skipped","Tue Aug 13 02:36:57 UTC 2024","","test_tls","",""
"Test the deployment of the charm.","903578","test_build_and_deploy","tests.integration","Tue Aug 13 02:21:25 UTC 2024","broken","Tue Aug 13 02:36:29 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1503173","test_exporter_endpoint","tests.integration","Tue Aug 13 02:21:39 UTC 2024","broken","Tue Aug 13 02:46:42 UTC 2024","","test_exporter","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Tue Aug 13 02:29:24 UTC 2024","skipped","Tue Aug 13 02:29:24 UTC 2024","","test_upgrade","",""
