"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that exporter endpoint is functional.","1502704","test_exporter_endpoint","tests.integration","Sat Oct 19 02:25:35 UTC 2024","broken","Sat Oct 19 02:50:38 UTC 2024","","test_exporter","",""
"Test log rotation.","","test_log_rotation","tests.integration","","unknown","","","test_log_rotation","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sat Oct 19 02:40:55 UTC 2024","skipped","Sat Oct 19 02:40:55 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sat Oct 19 02:32:39 UTC 2024","skipped","Sat Oct 19 02:32:39 UTC 2024","","test_upgrade","",""
"Test the database relation.","0","test_tls","tests.integration","Sat Oct 19 02:40:55 UTC 2024","skipped","Sat Oct 19 02:40:55 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","904685","test_build_deploy_and_relate","tests.integration","Sat Oct 19 02:25:30 UTC 2024","broken","Sat Oct 19 02:40:35 UTC 2024","","test_tls","",""
"Test the database relation.","902574","test_database_relation","tests.integration","Sat Oct 19 02:25:12 UTC 2024","broken","Sat Oct 19 02:40:15 UTC 2024","","test_charm","",""
"Test the deployment of the charm.","905387","test_build_and_deploy","tests.integration","Sat Oct 19 02:25:49 UTC 2024","broken","Sat Oct 19 02:40:55 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sat Oct 19 02:50:38 UTC 2024","skipped","Sat Oct 19 02:50:38 UTC 2024","","test_exporter","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sat Oct 19 02:40:55 UTC 2024","skipped","Sat Oct 19 02:40:55 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","321944","test_upgrade_from_edge","tests.integration","Sat Oct 19 02:27:17 UTC 2024","failed","Sat Oct 19 02:32:39 UTC 2024","","test_upgrade","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","138937","test_deploy_edge","tests.integration","Sat Oct 19 02:24:58 UTC 2024","passed","Sat Oct 19 02:27:17 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sat Oct 19 02:40:35 UTC 2024","skipped","Sat Oct 19 02:40:35 UTC 2024","","test_tls","",""
