"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test log rotation.","902167","test_log_rotation","tests.integration","Fri Oct 25 02:27:59 UTC 2024","broken","Fri Oct 25 02:43:01 UTC 2024","","test_log_rotation","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Fri Oct 25 02:52:53 UTC 2024","skipped","Fri Oct 25 02:52:53 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","915085","test_build_deploy_and_relate","tests.integration","Fri Oct 25 02:27:56 UTC 2024","broken","Fri Oct 25 02:43:11 UTC 2024","","test_tls","",""
"Test the database relation.","902564","test_database_relation","tests.integration","Fri Oct 25 02:27:52 UTC 2024","broken","Fri Oct 25 02:42:55 UTC 2024","","test_charm","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Fri Oct 25 02:35:59 UTC 2024","skipped","Fri Oct 25 02:35:59 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Fri Oct 25 02:43:11 UTC 2024","skipped","Fri Oct 25 02:43:11 UTC 2024","","test_tls","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Fri Oct 25 02:47:11 UTC 2024","skipped","Fri Oct 25 02:47:11 UTC 2024","","test_node_port","",""
"Test the deployment of the charm.","903446","test_build_and_deploy","tests.integration","Fri Oct 25 02:32:07 UTC 2024","broken","Fri Oct 25 02:47:11 UTC 2024","","test_node_port","",""
"Test that exporter endpoint is functional.","1503033","test_exporter_endpoint","tests.integration","Fri Oct 25 02:27:50 UTC 2024","broken","Fri Oct 25 02:52:53 UTC 2024","","test_exporter","",""
"Test the database relation.","0","test_tls","tests.integration","Fri Oct 25 02:47:11 UTC 2024","skipped","Fri Oct 25 02:47:11 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","128158","test_deploy_edge","tests.integration","Fri Oct 25 02:28:29 UTC 2024","passed","Fri Oct 25 02:30:37 UTC 2024","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322089","test_upgrade_from_edge","tests.integration","Fri Oct 25 02:30:37 UTC 2024","failed","Fri Oct 25 02:35:59 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Fri Oct 25 02:47:11 UTC 2024","skipped","Fri Oct 25 02:47:11 UTC 2024","","test_node_port","",""
