"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the database relation.","0","test_tls","tests.integration","Thu Nov 21 02:44:11 UTC 2024","skipped","Thu Nov 21 02:44:11 UTC 2024","","test_node_port","",""
"Test the database relation.","902864","test_database_relation","tests.integration","Thu Nov 21 02:29:28 UTC 2024","broken","Thu Nov 21 02:44:31 UTC 2024","","test_charm","",""
"Test log rotation.","903022","test_log_rotation","tests.integration","Thu Nov 21 02:29:25 UTC 2024","broken","Thu Nov 21 02:44:28 UTC 2024","","test_log_rotation","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322421","test_upgrade_from_edge","tests.integration","Thu Nov 21 02:31:17 UTC 2024","failed","Thu Nov 21 02:36:40 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Thu Nov 21 02:44:11 UTC 2024","skipped","Thu Nov 21 02:44:11 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","904734","test_build_deploy_and_relate","tests.integration","Thu Nov 21 02:29:09 UTC 2024","broken","Thu Nov 21 02:44:14 UTC 2024","","test_tls","",""
"Test that exporter endpoint is functional.","1503525","test_exporter_endpoint","tests.integration","Thu Nov 21 02:29:42 UTC 2024","broken","Thu Nov 21 02:54:46 UTC 2024","","test_exporter","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","132175","test_deploy_edge","tests.integration","Thu Nov 21 02:29:05 UTC 2024","passed","Thu Nov 21 02:31:17 UTC 2024","","test_upgrade","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Thu Nov 21 02:44:11 UTC 2024","skipped","Thu Nov 21 02:44:11 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Thu Nov 21 02:54:46 UTC 2024","skipped","Thu Nov 21 02:54:46 UTC 2024","","test_exporter","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Thu Nov 21 02:36:40 UTC 2024","skipped","Thu Nov 21 02:36:40 UTC 2024","","test_upgrade","",""
"Test the deployment of the charm.","903708","test_build_and_deploy","tests.integration","Thu Nov 21 02:29:08 UTC 2024","broken","Thu Nov 21 02:44:11 UTC 2024","","test_node_port","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Thu Nov 21 02:44:14 UTC 2024","skipped","Thu Nov 21 02:44:14 UTC 2024","","test_tls","",""
