"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sat Nov 16 02:35:16 UTC 2024","skipped","Sat Nov 16 02:35:16 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Sat Nov 16 02:43:06 UTC 2024","skipped","Sat Nov 16 02:43:06 UTC 2024","","test_tls","",""
"Test log rotation.","902255","test_log_rotation","tests.integration","Sat Nov 16 02:27:47 UTC 2024","broken","Sat Nov 16 02:42:49 UTC 2024","","test_log_rotation","",""
"Test the database relation.","902180","test_database_relation","tests.integration","Sat Nov 16 02:27:43 UTC 2024","broken","Sat Nov 16 02:42:45 UTC 2024","","test_charm","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Sat Nov 16 02:43:14 UTC 2024","skipped","Sat Nov 16 02:43:14 UTC 2024","","test_node_port","",""
"Test the database relation.","0","test_tls","tests.integration","Sat Nov 16 02:43:14 UTC 2024","skipped","Sat Nov 16 02:43:14 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Sat Nov 16 02:52:48 UTC 2024","skipped","Sat Nov 16 02:52:48 UTC 2024","","test_exporter","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","322336","test_upgrade_from_edge","tests.integration","Sat Nov 16 02:29:54 UTC 2024","failed","Sat Nov 16 02:35:16 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","904634","test_build_deploy_and_relate","tests.integration","Sat Nov 16 02:28:01 UTC 2024","broken","Sat Nov 16 02:43:06 UTC 2024","","test_tls","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","125044","test_deploy_edge","tests.integration","Sat Nov 16 02:27:49 UTC 2024","passed","Sat Nov 16 02:29:54 UTC 2024","","test_upgrade","",""
"Test that exporter endpoint is functional.","1502863","test_exporter_endpoint","tests.integration","Sat Nov 16 02:27:45 UTC 2024","broken","Sat Nov 16 02:52:48 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","904763","test_build_and_deploy","tests.integration","Sat Nov 16 02:28:09 UTC 2024","broken","Sat Nov 16 02:43:14 UTC 2024","","test_node_port","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Sat Nov 16 02:43:14 UTC 2024","skipped","Sat Nov 16 02:43:14 UTC 2024","","test_node_port","",""
