"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test encryption when backend database is using TLS.","111247","test_build_deploy_and_relate","tests.integration","Sun Jul 21 02:15:00 UTC 2024","passed","Sun Jul 21 02:16:51 UTC 2024","","test_tls","",""
"Test the database relation.","289275","test_database_relation","tests.integration","Sun Jul 21 02:14:55 UTC 2024","passed","Sun Jul 21 02:19:44 UTC 2024","","test_charm","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","0","test_fail_and_rollback","tests.integration","Sun Jul 21 02:22:10 UTC 2024","skipped","Sun Jul 21 02:22:10 UTC 2024","","test_upgrade","",""
"Test encryption when backend database is using TLS.","22150","test_connected_encryption","tests.integration","Sun Jul 21 02:16:51 UTC 2024","passed","Sun Jul 21 02:17:14 UTC 2024","","test_tls","",""
"Test log rotation.","109149","test_log_rotation","tests.integration","Sun Jul 21 02:14:38 UTC 2024","passed","Sun Jul 21 02:16:27 UTC 2024","","test_log_rotation","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","116748","test_deploy_edge","tests.integration","Sun Jul 21 02:14:46 UTC 2024","passed","Sun Jul 21 02:16:43 UTC 2024","","test_upgrade","",""
"Test the database relation.","1446","test_tls","tests.integration","Sun Jul 21 02:18:30 UTC 2024","passed","Sun Jul 21 02:18:31 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","68560","test_exporter_endpoint_with_tls","tests.integration","Sun Jul 21 02:17:04 UTC 2024","passed","Sun Jul 21 02:18:13 UTC 2024","","test_exporter","",""
"Test that exporter endpoint is functional.","135017","test_exporter_endpoint","tests.integration","Sun Jul 21 02:14:49 UTC 2024","passed","Sun Jul 21 02:17:04 UTC 2024","","test_exporter","",""
"Test the deployment of the charm.","239412","test_build_and_deploy","tests.integration","Sun Jul 21 02:14:30 UTC 2024","passed","Sun Jul 21 02:18:30 UTC 2024","","test_node_port","",""
"Test the nodeport.","650","test_node_port_and_clusterip_setup","tests.integration","Sun Jul 21 02:18:31 UTC 2024","passed","Sun Jul 21 02:18:32 UTC 2024","","test_node_port","",""
"Test the nodeport.","3118","test_data_integrator","tests.integration","Sun Jul 21 02:18:32 UTC 2024","passed","Sun Jul 21 02:18:35 UTC 2024","","test_node_port","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","327224","test_upgrade_from_edge","tests.integration","Sun Jul 21 02:16:43 UTC 2024","failed","Sun Jul 21 02:22:10 UTC 2024","","test_upgrade","",""
